*Tele EF EB theta(degree) phi(degree)
   9 13  2       68.0143     189.698
   9 13  3       67.9956     189.324
   9 13  4       67.9777     188.950
   9 13  5       67.9607     188.575
   9 13  6       67.9445     188.200
   9 13  7       67.9291     187.824
   9 13  8       67.9146     187.448
   9 13  9       67.9009     187.071
   9 13 10       67.8881     186.695
   9 13 11       67.8761     186.318
   9 13 12       67.8650     185.940
   9 13 13       67.8548     185.563
   9 13 14       67.8454     185.185
   9 13 15       67.8369     184.807
   9 13 16       67.8293     184.429
   9 13 17       67.8225     184.051
   9 13 18       67.8166     183.673
   9 13 19       67.8116     183.295
   9 13 20       67.8075     182.917
   9 13 21       67.8042     182.539
   9 13 22       67.8018     182.161
   9 13 23       67.8003     181.783
   9 13 24       67.7996     181.405
   9 13 25       67.7998     181.028
   9 13 26       67.8009     180.650
   9 13 27       67.8029     180.273
   9 13 28       67.8057     179.896
   9 13 29       67.8094     179.520
   9 13 30       67.8139     179.144
   9 13 31       67.8193     178.768
   9 14  0       68.4018     190.423
   9 14  1       68.3817     190.051
   9 14  2       68.3624     189.678
   9 14  3       68.3439     189.305
   9 14  4       68.3263     188.932
   9 14  5       68.3094     188.558
   9 14  6       68.2934     188.183
   9 14  7       68.2782     187.808
   9 14  8       68.2639     187.433
   9 14  9       68.2503     187.057
   9 14 10       68.2377     186.682
   9 14 11       68.2258     186.305
   9 14 12       68.2148     185.929
   9 14 13       68.2047     185.552
   9 14 14       68.1954     185.175
   9 14 15       68.1869     184.799
   9 14 16       68.1794     184.421
   9 14 17       68.1726     184.044
   9 14 18       68.1668     183.667
   9 14 19       68.1617     183.290
   9 14 20       68.1576     182.913
   9 14 21       68.1543     182.535
   9 14 22       68.1518     182.158
   9 14 23       68.1502     181.781
   9 14 24       68.1495     181.405
   9 14 25       68.1496     181.028
   9 14 26       68.1506     180.651
   9 14 27       68.1525     180.275
   9 14 28       68.1551     179.899
   9 14 29       68.1587     179.524
   9 14 30       68.1630     179.149
   9 14 31       68.1683     178.774
   9 15  0       68.7494     190.401
   9 15  1       68.7296     190.030
   9 15  2       68.7106     189.658
   9 15  3       68.6923     189.286
   9 15  4       68.6749     188.914
   9 15  5       68.6582     188.540
   9 15  6       68.6424     188.167
   9 15  7       68.6274     187.793
   9 15  8       68.6132     187.418
   9 15  9       68.5998     187.044
   9 15 10       68.5873     186.669
   9 15 11       68.5756     186.293
   9 15 12       68.5647     185.918
   9 15 13       68.5546     185.542
   9 15 14       68.5454     185.166
   9 15 15       68.5370     184.790
   9 15 16       68.5295     184.414
   9 15 17       68.5228     184.038
   9 15 18       68.5169     183.661
   9 15 19       68.5119     183.285
   9 15 20       68.5077     182.909
   9 15 21       68.5044     182.532
   9 15 22       68.5019     182.156
   9 15 23       68.5003     181.780
   9 15 24       68.4994     181.404
   9 15 25       68.4995     181.028
   9 15 26       68.5004     180.653
   9 15 27       68.5021     180.277
   9 15 28       68.5046     179.902
   9 15 29       68.5080     179.528
   9 15 30       68.5122     179.153
   9 15 31       68.5173     178.779
   9 16  0       69.0971     190.380
   9 16  1       69.0775     190.009
   9 16  2       69.0587     189.639
   9 16  3       69.0407     189.267
   9 16  4       69.0235     188.895
   9 16  5       69.0071     188.523
   9 16  6       68.9914     188.150
   9 16  7       68.9766     187.777
   9 16  8       68.9626     187.404
   9 16  9       68.9494     187.030
   9 16 10       68.9369     186.656
   9 16 11       68.9253     186.281
   9 16 12       68.9146     185.907
   9 16 13       68.9046     185.532
   9 16 14       68.8954     185.157
   9 16 15       68.8871     184.781
   9 16 16       68.8796     184.406
   9 16 17       68.8730     184.031
   9 16 18       68.8671     183.655
   9 16 19       68.8621     183.280
   9 16 20       68.8579     182.904
   9 16 21       68.8545     182.529
   9 16 22       68.8520     182.154
   9 16 23       68.8503     181.779
   9 16 24       68.8494     181.404
   9 16 25       68.8494     181.029
   9 16 26       68.8501     180.654
   9 16 27       68.8517     180.280
   9 16 28       68.8541     179.905
   9 16 29       68.8574     179.532
   9 16 30       68.8614     179.158
   9 16 31       68.8663     178.785
   9 17  0       69.4447     190.358
   9 17  1       69.4254     189.989
   9 17  2       69.4069     189.619
   9 17  3       69.3891     189.248
   9 17  4       69.3721     188.877
   9 17  5       69.3559     188.506
   9 17  6       69.3405     188.134
   9 17  7       69.3258     187.762
   9 17  8       69.3120     187.389
   9 17  9       69.2989     187.016
   9 17 10       69.2866     186.643
   9 17 11       69.2751     186.269
   9 17 12       69.2644     185.895
   9 17 13       69.2546     185.521
   9 17 14       69.2455     185.147
   9 17 15       69.2372     184.773
   9 17 16       69.2298     184.399
   9 17 17       69.2231     184.024
   9 17 18       69.2173     183.650
   9 17 19       69.2123     183.275
   9 17 20       69.2081     182.900
   9 17 21       69.2047     182.526
   9 17 22       69.2021     182.152
   9 17 23       69.2003     181.777
   9 17 24       69.1994     181.403
   9 17 25       69.1992     181.029
   9 17 26       69.1999     180.655
   9 17 27       69.2014     180.282
   9 17 28       69.2037     179.909
   9 17 29       69.2067     179.536
   9 17 30       69.2106     179.163
   9 17 31       69.2153     178.791
   9 18  0       69.7924     190.337
   9 18  1       69.7733     189.968
   9 18  2       69.7551     189.599
   9 18  3       69.7375     189.230
   9 18  4       69.7207     188.859
   9 18  5       69.7047     188.489
   9 18  6       69.6895     188.118
   9 18  7       69.6750     187.746
   9 18  8       69.6613     187.375
   9 18  9       69.6484     187.002
   9 18 10       69.6362     186.630
   9 18 11       69.6249     186.257
   9 18 12       69.6143     185.884
   9 18 13       69.6045     185.511
   9 18 14       69.5955     185.138
   9 18 15       69.5873     184.765
   9 18 16       69.5799     184.391
   9 18 17       69.5733     184.017
   9 18 18       69.5675     183.644
   9 18 19       69.5624     183.270
   9 18 20       69.5582     182.896
   9 18 21       69.5548     182.523
   9 18 22       69.5522     182.149
   9 18 23       69.5503     181.776
   9 18 24       69.5493     181.403
   9 18 25       69.5491     181.029
   9 18 26       69.5496     180.657
   9 18 27       69.5510     180.284
   9 18 28       69.5531     179.912
   9 18 29       69.5561     179.539
   9 18 30       69.5598     179.168
   9 18 31       69.5643     178.796
   9 19  0       70.1400     190.316
   9 19  1       70.1212     189.948
   9 19  2       70.1032     189.580
   9 19  3       70.0859     189.211
   9 19  4       70.0693     188.842
   9 19  5       70.0535     188.472
   9 19  6       70.0384     188.102
   9 19  7       70.0241     187.731
   9 19  8       70.0106     187.360
   9 19  9       69.9978     186.989
   9 19 10       69.9858     186.617
   9 19 11       69.9746     186.245
   9 19 12       69.9641     185.873
   9 19 13       69.9544     185.501
   9 19 14       69.9455     185.129
   9 19 15       69.9373     184.756
   9 19 16       69.9300     184.384
   9 19 17       69.9234     184.011
   9 19 18       69.9176     183.638
   9 19 19       69.9126     183.265
   9 19 20       69.9083     182.892
   9 19 21       69.9049     182.520
   9 19 22       69.9022     182.147
   9 19 23       69.9003     181.774
   9 19 24       69.8992     181.402
   9 19 25       69.8989     181.030
   9 19 26       69.8993     180.658
   9 19 27       69.9006     180.286
   9 19 28       69.9026     179.915
   9 19 29       69.9054     179.543
   9 19 30       69.9089     179.172
   9 19 31       69.9132     178.802
   9 20  0       70.4875     190.295
   9 20  1       70.4690     189.928
   9 20  2       70.4512     189.560
   9 20  3       70.4341     189.192
   9 20  4       70.4178     188.824
   9 20  5       70.4022     188.455
   9 20  6       70.3873     188.086
   9 20  7       70.3732     187.716
   9 20  8       70.3598     187.346
   9 20  9       70.3472     186.975
   9 20 10       70.3353     186.605
   9 20 11       70.3242     186.234
   9 20 12       70.3138     185.862
   9 20 13       70.3042     185.491
   9 20 14       70.2954     185.120
   9 20 15       70.2873     184.748
   9 20 16       70.2800     184.376
   9 20 17       70.2734     184.004
   9 20 18       70.2676     183.632
   9 20 19       70.2626     183.260
   9 20 20       70.2583     182.888
   9 20 21       70.2549     182.517
   9 20 22       70.2521     182.145
   9 20 23       70.2502     181.773
   9 20 24       70.2490     181.402
   9 20 25       70.2486     181.030
   9 20 26       70.2489     180.659
   9 20 27       70.2501     180.288
   9 20 28       70.2519     179.917
   9 20 29       70.2546     179.547
   9 20 30       70.2580     179.177
   9 20 31       70.2621     178.807
   9 21  0       70.8349     190.274
   9 21  1       70.8166     189.908
   9 21  2       70.7991     189.541
   9 21  3       70.7823     189.174
   9 21  4       70.7662     188.806
   9 21  5       70.7508     188.438
   9 21  6       70.7361     188.069
   9 21  7       70.7222     187.701
   9 21  8       70.7089     187.331
   9 21  9       70.6965     186.962
   9 21 10       70.6847     186.592
   9 21 11       70.6737     186.222
   9 21 12       70.6634     185.852
   9 21 13       70.6539     185.481
   9 21 14       70.6452     185.110
   9 21 15       70.6371     184.740
   9 21 16       70.6299     184.369
   9 21 17       70.6233     183.998
   9 21 18       70.6176     183.627
   9 21 19       70.6125     183.255
   9 21 20       70.6083     182.884
   9 21 21       70.6048     182.513
   9 21 22       70.6020     182.143
   9 21 23       70.6000     181.772
   9 21 24       70.5987     181.401
   9 21 25       70.5982     181.031
   9 21 26       70.5985     180.660
   9 21 27       70.5995     180.290
   9 21 28       70.6012     179.920
   9 21 29       70.6037     179.551
   9 21 30       70.6069     179.182
   9 21 31       70.6109     178.813
   9 22  0       71.1822     190.253
   9 22  1       71.1642     189.887
   9 22  2       71.1469     189.522
   9 22  3       71.1303     189.155
   9 22  4       71.1144     188.788
   9 22  5       71.0992     188.421
   9 22  6       71.0848     188.054
   9 22  7       71.0710     187.686
   9 22  8       71.0579     187.317
   9 22  9       71.0456     186.948
   9 22 10       71.0340     186.579
   9 22 11       71.0231     186.210
   9 22 12       71.0129     185.841
   9 22 13       71.0035     185.471
   9 22 14       70.9948     185.101
   9 22 15       70.9868     184.731
   9 22 16       70.9796     184.361
   9 22 17       70.9731     183.991
   9 22 18       70.9674     183.621
   9 22 19       70.9623     183.251
   9 22 20       70.9581     182.881
   9 22 21       70.9545     182.510
   9 22 22       70.9517     182.140
   9 22 23       70.9496     181.770
   9 22 24       70.9483     181.401
   9 22 25       70.9477     181.031
   9 22 26       70.9478     180.662
   9 22 27       70.9487     180.292
   9 22 28       70.9503     179.923
   9 22 29       70.9527     179.555
   9 22 30       70.9557     179.186
   9 22 31       70.9595     178.819
   9 23  0       71.5293     190.232
   9 23  1       71.5116     189.867
   9 23  2       71.4946     189.502
   9 23  3       71.4782     189.137
   9 23  4       71.4625     188.771
   9 23  5       71.4475     188.405
   9 23  6       71.4333     188.038
   9 23  7       71.4197     187.671
   9 23  8       71.4068     187.303
   9 23  9       71.3946     186.935
   9 23 10       71.3831     186.567
   9 23 11       71.3723     186.199
   9 23 12       71.3623     185.830
   9 23 13       71.3529     185.461
   9 23 14       71.3443     185.092
   9 23 15       71.3364     184.723
   9 23 16       71.3292     184.354
   9 23 17       71.3228     183.985
   9 23 18       71.3170     183.615
   9 23 19       71.3120     183.246
   9 23 20       71.3077     182.877
   9 23 21       71.3041     182.507
   9 23 22       71.3013     182.138
   9 23 23       71.2991     181.769
   9 23 24       71.2977     181.400
   9 23 25       71.2970     181.031
   9 23 26       71.2971     180.663
   9 23 27       71.2978     180.294
   9 23 28       71.2993     179.926
   9 23 29       71.3015     179.559
   9 23 30       71.3044     179.191
   9 23 31       71.3080     178.824
   9 24  0       71.8763     190.211
   9 24  1       71.8588     189.847
   9 24  2       71.8420     189.483
   9 24  3       71.8259     189.119
   9 24  4       71.8105     188.753
   9 24  5       71.7957     188.388
   9 24  6       71.7816     188.022
   9 24  7       71.7682     187.656
   9 24  8       71.7554     187.289
   9 24  9       71.7434     186.922
   9 24 10       71.7321     186.555
   9 24 11       71.7214     186.187
   9 24 12       71.7114     185.819
   9 24 13       71.7022     185.451
   9 24 14       71.6936     185.083
   9 24 15       71.6858     184.715
   9 24 16       71.6786     184.347
   9 24 17       71.6722     183.978
   9 24 18       71.6665     183.610
   9 24 19       71.6615     183.241
   9 24 20       71.6571     182.873
   9 24 21       71.6535     182.504
   9 24 22       71.6506     182.136
   9 24 23       71.6484     181.768
   9 24 24       71.6470     181.400
   9 24 25       71.6462     181.032
   9 24 26       71.6461     180.664
   9 24 27       71.6468     180.296
   9 24 28       71.6481     179.929
   9 24 29       71.6501     179.562
   9 24 30       71.6529     179.196
   9 24 31       71.6563     178.829
   9 25  0       72.2230     190.191
   9 25  1       72.2058     189.828
   9 25  2       72.1893     189.464
   9 25  3       72.1734     189.100
   9 25  4       72.1582     188.736
   9 25  5       72.1436     188.371
   9 25  6       72.1297     188.006
   9 25  7       72.1165     187.641
   9 25  8       72.1039     187.275
   9 25  9       72.0920     186.909
   9 25 10       72.0808     186.542
   9 25 11       72.0703     186.175
   9 25 12       72.0604     185.809
   9 25 13       72.0512     185.441
   9 25 14       72.0428     185.074
   9 25 15       72.0350     184.707
   9 25 16       72.0279     184.339
   9 25 17       72.0215     183.972
   9 25 18       72.0157     183.604
   9 25 19       72.0107     183.236
   9 25 20       72.0064     182.869
   9 25 21       72.0028     182.501
   9 25 22       71.9998     182.134
   9 25 23       71.9976     181.766
   9 25 24       71.9960     181.399
   9 25 25       71.9951     181.032
   9 25 26       71.9950     180.665
   9 25 27       71.9955     180.299
   9 25 28       71.9967     179.932
   9 25 29       71.9986     179.566
   9 25 30       72.0012     179.200
   9 25 31       72.0044     178.835
   9 26  0       72.5696     190.170
   9 26  1       72.5526     189.808
   9 26  2       72.5363     189.445
   9 26  3       72.5207     189.082
   9 26  4       72.5057     188.719
   9 26  5       72.4913     188.355
   9 26  6       72.4776     187.991
   9 26  7       72.4645     187.626
   9 26  8       72.4521     187.261
   9 26  9       72.4404     186.895
   9 26 10       72.4293     186.530
   9 26 11       72.4189     186.164
   9 26 12       72.4091     185.798
   9 26 13       72.4000     185.432
   9 26 14       72.3916     185.065
   9 26 15       72.3839     184.699
   9 26 16       72.3769     184.332
   9 26 17       72.3705     183.965
   9 26 18       72.3648     183.598
   9 26 19       72.3597     183.232
   9 26 20       72.3554     182.865
   9 26 21       72.3517     182.498
   9 26 22       72.3487     182.132
   9 26 23       72.3464     181.765
   9 26 24       72.3448     181.399
   9 26 25       72.3438     181.032
   9 26 26       72.3436     180.666
   9 26 27       72.3440     180.301
   9 26 28       72.3450     179.935
   9 26 29       72.3468     179.570
   9 26 30       72.3492     179.205
   9 26 31       72.3523     178.840
   9 27  0       72.9159     190.150
   9 27  1       72.8992     189.788
   9 27  2       72.8831     189.426
   9 27  3       72.8677     189.064
   9 27  4       72.8529     188.702
   9 27  5       72.8387     188.338
   9 27  6       72.8252     187.975
   9 27  7       72.8123     187.611
   9 27  8       72.8001     187.247
   9 27  9       72.7885     186.882
   9 27 10       72.7775     186.518
   9 27 11       72.7672     186.153
   9 27 12       72.7576     185.787
   9 27 13       72.7486     185.422
   9 27 14       72.7403     185.056
   9 27 15       72.7326     184.691
   9 27 16       72.7256     184.325
   9 27 17       72.7192     183.959
   9 27 18       72.7135     183.593
   9 27 19       72.7085     183.227
   9 27 20       72.7042     182.861
   9 27 21       72.7005     182.495
   9 27 22       72.6974     182.129
   9 27 23       72.6951     181.764
   9 27 24       72.6933     181.398
   9 27 25       72.6923     181.033
   9 27 26       72.6919     180.668
   9 27 27       72.6922     180.303
   9 27 28       72.6931     179.938
   9 27 29       72.6947     179.574
   9 27 30       72.6970     179.209
   9 27 31       72.6999     178.846
   9 28  0       73.2619     190.129
   9 28  1       73.2454     189.769
   9 28  2       73.2296     189.408
   9 28  3       73.2144     189.046
   9 28  4       73.1999     188.684
   9 28  5       73.1859     188.322
   9 28  6       73.1726     187.959
   9 28  7       73.1599     187.596
   9 28  8       73.1478     187.233
   9 28  9       73.1363     186.869
   9 28 10       73.1255     186.505
   9 28 11       73.1153     186.141
   9 28 12       73.1058     185.777
   9 28 13       73.0969     185.412
   9 28 14       73.0886     185.047
   9 28 15       73.0810     184.683
   9 28 16       73.0740     184.318
   9 28 17       73.0677     183.952
   9 28 18       73.0620     183.587
   9 28 19       73.0570     183.222
   9 28 20       73.0526     182.857
   9 28 21       73.0489     182.492
   9 28 22       73.0458     182.127
   9 28 23       73.0434     181.762
   9 28 24       73.0416     181.398
   9 28 25       73.0405     181.033
   9 28 26       73.0400     180.669
   9 28 27       73.0402     180.305
   9 28 28       73.0410     179.941
   9 28 29       73.0424     179.577
   9 28 30       73.0445     179.214
   9 28 31       73.0472     178.851
   9 29  0       73.6076     190.109
   9 29  1       73.5914     189.749
   9 29  2       73.5758     189.389
   9 29  3       73.5609     189.028
   9 29  4       73.5465     188.667
   9 29  5       73.5328     188.306
   9 29  6       73.5196     187.944
   9 29  7       73.5071     187.582
   9 29  8       73.4951     187.219
   9 29  9       73.4838     186.856
   9 29 10       73.4731     186.493
   9 29 11       73.4631     186.130
   9 29 12       73.4536     185.766
   9 29 13       73.4448     185.402
   9 29 14       73.4366     185.039
   9 29 15       73.4291     184.675
   9 29 16       73.4222     184.310
   9 29 17       73.4159     183.946
   9 29 18       73.4102     183.582
   9 29 19       73.4052     183.218
   9 29 20       73.4008     182.853
   9 29 21       73.3970     182.489
   9 29 22       73.3939     182.125
   9 29 23       73.3914     181.761
   9 29 24       73.3896     181.397
   9 29 25       73.3883     181.033
   9 29 26       73.3877     180.670
   9 29 27       73.3878     180.307
   9 29 28       73.3885     179.944
   9 29 29       73.3898     179.581
   9 29 30       73.3917     179.219
   9 29 31       73.3943     178.856
   9 30  0       73.9529     190.089
   9 30  1       73.9370     189.730
   9 30  2       73.9217     189.370
   9 30  3       73.9070     189.011
   9 30  4       73.8928     188.650
   9 30  5       73.8793     188.290
   9 30  6       73.8663     187.929
   9 30  7       73.8540     187.567
   9 30  8       73.8422     187.205
   9 30  9       73.8310     186.843
   9 30 10       73.8205     186.481
   9 30 11       73.8105     186.119
   9 30 12       73.8012     185.756
   9 30 13       73.7925     185.393
   9 30 14       73.7843     185.030
   9 30 15       73.7768     184.667
   9 30 16       73.7700     184.303
   9 30 17       73.7637     183.940
   9 30 18       73.7580     183.576
   9 30 19       73.7530     183.213
   9 30 20       73.7486     182.850
   9 30 21       73.7448     182.486
   9 30 22       73.7417     182.123
   9 30 23       73.7391     181.760
   9 30 24       73.7372     181.397
   9 30 25       73.7359     181.034
   9 30 26       73.7352     180.671
   9 30 27       73.7351     180.309
   9 30 28       73.7356     179.947
   9 30 29       73.7368     179.585
   9 30 30       73.7386     179.223
   9 30 31       73.7409     178.862
   9 31  0       74.2980     190.069
   9 31  1       74.2823     189.711
   9 31  2       74.2673     189.352
   9 31  3       74.2527     188.993
   9 31  4       74.2388     188.633
   9 31  5       74.2255     188.274
   9 31  6       74.2127     187.913
   9 31  7       74.2005     187.553
   9 31  8       74.1889     187.192
   9 31  9       74.1779     186.831
   9 31 10       74.1674     186.469
   9 31 11       74.1576     186.107
   9 31 12       74.1484     185.745
   9 31 13       74.1397     185.383
   9 31 14       74.1317     185.021
   9 31 15       74.1242     184.659
   9 31 16       74.1174     184.296
   9 31 17       74.1112     183.934
   9 31 18       74.1055     183.571
   9 31 19       74.1005     183.208
   9 31 20       74.0961     182.846
   9 31 21       74.0923     182.483
   9 31 22       74.0890     182.121
   9 31 23       74.0864     181.758
   9 31 24       74.0844     181.396
   9 31 25       74.0830     181.034
   9 31 26       74.0822     180.672
   9 31 27       74.0820     180.311
   9 31 28       74.0825     179.949
   9 31 29       74.0835     179.588
   9 31 30       74.0851     179.228
   9 31 31       74.0873     178.867
  10  0  0       65.1008     205.743
  10  0  1       65.0451     205.369
  10  0  2       64.9902     204.994
  10  0  3       64.9362     204.619
  10  0  4       64.8832     204.242
  10  0  5       64.8310     203.865
  10  0  6       64.7797     203.488
  10  0  7       64.7293     203.110
  10  0  8       64.6799     202.731
  10  0  9       64.6314     202.351
  10  0 10       64.5838     201.971
  10  0 11       64.5372     201.590
  10  0 12       64.4916     201.209
  10  0 13       64.4469     200.828
  10  0 14       64.4032     200.446
  10  0 15       64.3604     200.064
  10  0 16       64.3187     199.681
  10  0 17       64.2779     199.298
  10  0 18       64.2382     198.915
  10  0 19       64.1994     198.531
  10  0 20       64.1617     198.147
  10  0 21       64.1250     197.763
  10  0 22       64.0893     197.379
  10  0 23       64.0546     196.995
  10  0 24       64.0209     196.611
  10  0 25       63.9883     196.226
  10  0 26       63.9567     195.842
  10  0 27       63.9261     195.458
  10  0 28       63.8966     195.074
  10  0 29       63.8681     194.689
  10  0 30       63.8407     194.305
  10  0 31       63.8143     193.921
  10  1  0       65.4408     205.685
  10  1  1       65.3854     205.312
  10  1  2       65.3309     204.938
  10  1  3       65.2772     204.563
  10  1  4       65.2244     204.188
  10  1  5       65.1725     203.811
  10  1  6       65.1215     203.435
  10  1  7       65.0714     203.057
  10  1  8       65.0222     202.679
  10  1  9       64.9739     202.300
  10  1 10       64.9265     201.921
  10  1 11       64.8801     201.541
  10  1 12       64.8346     201.161
  10  1 13       64.7901     200.780
  10  1 14       64.7466     200.399
  10  1 15       64.7040     200.018
  10  1 16       64.6624     199.636
  10  1 17       64.6217     199.254
  10  1 18       64.5821     198.871
  10  1 19       64.5434     198.489
  10  1 20       64.5057     198.106
  10  1 21       64.4691     197.723
  10  1 22       64.4334     197.340
  10  1 23       64.3987     196.956
  10  1 24       64.3651     196.573
  10  1 25       64.3325     196.189
  10  1 26       64.3008     195.806
  10  1 27       64.2703     195.423
  10  1 28       64.2407     195.039
  10  1 29       64.2121     194.656
  10  1 30       64.1846     194.273
  10  1 31       64.1581     193.890
  10  2  0       65.7812     205.627
  10  2  1       65.7262     205.255
  10  2  2       65.6719     204.882
  10  2  3       65.6186     204.508
  10  2  4       65.5661     204.133
  10  2  5       65.5144     203.758
  10  2  6       65.4637     203.382
  10  2  7       65.4138     203.005
  10  2  8       65.3648     202.628
  10  2  9       65.3168     202.250
  10  2 10       65.2696     201.871
  10  2 11       65.2234     201.492
  10  2 12       65.1781     201.113
  10  2 13       65.1338     200.733
  10  2 14       65.0904     200.353
  10  2 15       65.0479     199.972
  10  2 16       65.0064     199.591
  10  2 17       64.9659     199.210
  10  2 18       64.9263     198.828
  10  2 19       64.8878     198.447
  10  2 20       64.8502     198.065
  10  2 21       64.8135     197.682
  10  2 22       64.7779     197.300
  10  2 23       64.7433     196.918
  10  2 24       64.7096     196.535
  10  2 25       64.6770     196.152
  10  2 26       64.6454     195.770
  10  2 27       64.6148     195.387
  10  2 28       64.5851     195.005
  10  2 29       64.5565     194.623
  10  2 30       64.5290     194.240
  10  2 31       64.5024     193.858
  10  3  0       66.1220     205.570
  10  3  1       66.0673     205.198
  10  3  2       66.0134     204.826
  10  3  3       65.9603     204.453
  10  3  4       65.9081     204.079
  10  3  5       65.8567     203.704
  10  3  6       65.8062     203.329
  10  3  7       65.7566     202.953
  10  3  8       65.7079     202.576
  10  3  9       65.6601     202.199
  10  3 10       65.6131     201.822
  10  3 11       65.5671     201.444
  10  3 12       65.5220     201.065
  10  3 13       65.4778     200.686
  10  3 14       65.4345     200.307
  10  3 15       65.3922     199.927
  10  3 16       65.3509     199.547
  10  3 17       65.3104     199.166
  10  3 18       65.2710     198.785
  10  3 19       65.2325     198.405
  10  3 20       65.1949     198.023
  10  3 21       65.1584     197.642
  10  3 22       65.1228     197.261
  10  3 23       65.0882     196.879
  10  3 24       65.0546     196.497
  10  3 25       65.0219     196.116
  10  3 26       64.9903     195.734
  10  3 27       64.9596     195.352
  10  3 28       64.9300     194.971
  10  3 29       64.9013     194.589
  10  3 30       64.8736     194.208
  10  3 31       64.8470     193.827
  10  4  0       66.4631     205.513
  10  4  1       66.4087     205.142
  10  4  2       66.3551     204.770
  10  4  3       66.3024     204.398
  10  4  4       66.2505     204.025
  10  4  5       66.1994     203.651
  10  4  6       66.1491     203.276
  10  4  7       66.0998     202.901
  10  4  8       66.0513     202.525
  10  4  9       66.0037     202.149
  10  4 10       65.9569     201.772
  10  4 11       65.9111     201.395
  10  4 12       65.8662     201.017
  10  4 13       65.8222     200.639
  10  4 14       65.7791     200.260
  10  4 15       65.7369     199.881
  10  4 16       65.6956     199.502
  10  4 17       65.6553     199.123
  10  4 18       65.6160     198.743
  10  4 19       65.5775     198.363
  10  4 20       65.5401     197.982
  10  4 21       65.5036     197.602
  10  4 22       65.4680     197.221
  10  4 23       65.4334     196.841
  10  4 24       65.3998     196.460
  10  4 25       65.3672     196.079
  10  4 26       65.3355     195.698
  10  4 27       65.3048     195.318
  10  4 28       65.2751     194.937
  10  4 29       65.2464     194.556
  10  4 30       65.2187     194.176
  10  4 31       65.1919     193.796
  10  5  0       66.8046     205.456
  10  5  1       66.7505     205.086
  10  5  2       66.6972     204.715
  10  5  3       66.6448     204.343
  10  5  4       66.5931     203.971
  10  5  5       66.5423     203.598
  10  5  6       66.4924     203.224
  10  5  7       66.4433     202.849
  10  5  8       66.3950     202.475
  10  5  9       66.3476     202.099
  10  5 10       66.3011     201.723
  10  5 11       66.2554     201.347
  10  5 12       66.2107     200.970
  10  5 13       66.1668     200.592
  10  5 14       66.1239     200.215
  10  5 15       66.0819     199.836
  10  5 16       66.0407     199.458
  10  5 17       66.0005     199.079
  10  5 18       65.9613     198.700
  10  5 19       65.9229     198.321
  10  5 20       65.8855     197.942
  10  5 21       65.8491     197.562
  10  5 22       65.8136     197.182
  10  5 23       65.7790     196.803
  10  5 24       65.7454     196.423
  10  5 25       65.7128     196.043
  10  5 26       65.6811     195.663
  10  5 27       65.6504     195.283
  10  5 28       65.6206     194.903
  10  5 29       65.5918     194.523
  10  5 30       65.5640     194.144
  10  5 31       65.5372     193.765
  10  6  0       67.1463     205.399
  10  6  1       67.0926     205.030
  10  6  2       67.0396     204.660
  10  6  3       66.9875     204.289
  10  6  4       66.9361     203.917
  10  6  5       66.8856     203.545
  10  6  6       66.8359     203.172
  10  6  7       66.7870     202.798
  10  6  8       66.7390     202.424
  10  6  9       66.6918     202.049
  10  6 10       66.6455     201.674
  10  6 11       66.6001     201.298
  10  6 12       66.5555     200.922
  10  6 13       66.5118     200.546
  10  6 14       66.4690     200.169
  10  6 15       66.4271     199.792
  10  6 16       66.3861     199.414
  10  6 17       66.3460     199.036
  10  6 18       66.3069     198.658
  10  6 19       66.2686     198.280
  10  6 20       66.2313     197.901
  10  6 21       66.1949     197.522
  10  6 22       66.1594     197.143
  10  6 23       66.1249     196.765
  10  6 24       66.0913     196.386
  10  6 25       66.0586     196.006
  10  6 26       66.0269     195.627
  10  6 27       65.9962     195.248
  10  6 28       65.9664     194.870
  10  6 29       65.9375     194.491
  10  6 30       65.9096     194.112
  10  6 31       65.8827     193.734
  10  7  0       67.4884     205.343
  10  7  1       67.4349     204.974
  10  7  2       67.3823     204.605
  10  7  3       67.3304     204.234
  10  7  4       67.2794     203.864
  10  7  5       67.2291     203.492
  10  7  6       67.1797     203.120
  10  7  7       67.1311     202.747
  10  7  8       67.0833     202.374
  10  7  9       67.0363     202.000
  10  7 10       66.9902     201.625
  10  7 11       66.9450     201.251
  10  7 12       66.9006     200.875
  10  7 13       66.8571     200.500
  10  7 14       66.8144     200.123
  10  7 15       66.7727     199.747
  10  7 16       66.7318     199.370
  10  7 17       66.6918     198.993
  10  7 18       66.6527     198.616
  10  7 19       66.6146     198.238
  10  7 20       66.5773     197.861
  10  7 21       66.5409     197.483
  10  7 22       66.5055     197.105
  10  7 23       66.4710     196.727
  10  7 24       66.4374     196.349
  10  7 25       66.4048     195.970
  10  7 26       66.3730     195.592
  10  7 27       66.3423     195.214
  10  7 28       66.3124     194.836
  10  7 29       66.2835     194.458
  10  7 30       66.2555     194.080
  10  7 31       66.2285     193.703
  10  8  0       67.8306     205.287
  10  8  1       67.7775     204.919
  10  8  2       67.7252     204.550
  10  8  3       67.6737     204.181
  10  8  4       67.6229     203.810
  10  8  5       67.5729     203.440
  10  8  6       67.5237     203.068
  10  8  7       67.4754     202.696
  10  8  8       67.4278     202.324
  10  8  9       67.3811     201.951
  10  8 10       67.3352     201.577
