*Tele EF EB theta(degree) phi(degree)
   7 30  6       65.4522     226.127
   7 30  7       65.2971     225.788
   7 30  8       65.1427     225.449
   7 30  9       64.9890     225.108
   7 30 10       64.8359     224.766
   7 30 11       64.6835     224.423
   7 30 12       64.5318     224.080
   7 30 13       64.3809     223.735
   7 30 14       64.2307     223.389
   7 30 15       64.0813     223.042
   7 30 16       63.9327     222.694
   7 30 17       63.7849     222.345
   7 30 18       63.6379     221.996
   7 30 19       63.4918     221.645
   7 30 20       63.3465     221.294
   7 30 21       63.2022     220.942
   7 30 22       63.0587     220.589
   7 30 23       62.9162     220.235
   7 30 24       62.7746     219.880
   7 30 25       62.6339     219.525
   7 30 26       62.4943     219.168
   7 30 27       62.3556     218.812
   7 30 28       62.2179     218.454
   7 30 29       62.0812     218.096
   7 30 30       61.9456     217.737
   7 30 31       61.8110     217.378
   7 31  0       66.6971     227.957
   7 31  1       66.5393     227.626
   7 31  2       66.3820     227.294
   7 31  3       66.2253     226.961
   7 31  4       66.0690     226.627
   7 31  5       65.9134     226.291
   7 31  6       65.7583     225.954
   7 31  7       65.6039     225.617
   7 31  8       65.4500     225.278
   7 31  9       65.2968     224.938
   7 31 10       65.1443     224.597
   7 31 11       64.9925     224.255
   7 31 12       64.8414     223.912
   7 31 13       64.6909     223.568
   7 31 14       64.5413     223.223
   7 31 15       64.3924     222.877
   7 31 16       64.2443     222.530
   7 31 17       64.0970     222.182
   7 31 18       63.9505     221.833
   7 31 19       63.8048     221.484
   7 31 20       63.6600     221.133
   7 31 21       63.5161     220.782
   7 31 22       63.3731     220.430
   7 31 23       63.2309     220.077
   7 31 24       63.0898     219.723
   7 31 25       62.9495     219.369
   7 31 26       62.8102     219.014
   7 31 27       62.6719     218.658
   7 31 28       62.5346     218.302
   7 31 29       62.3982     217.945
   7 31 30       62.2629     217.587
   7 31 31       62.1287     217.229
   8  0  0       63.3413     175.399
   8  0  1       63.3509     175.012
   8  0  2       63.3615     174.624
   8  0  3       63.3731     174.236
   8  0  4       63.3859     173.848
   8  0  5       63.3997     173.460
   8  0  6       63.4145     173.071
   8  0  7       63.4305     172.682
   8  0  8       63.4475     172.293
   8  0  9       63.4655     171.904
   8  0 10       63.4846     171.515
   8  0 11       63.5048     171.126
   8  0 12       63.5261     170.737
   8  0 13       63.5484     170.347
   8  0 14       63.5718     169.958
   8  0 15       63.5962     169.569
   8  0 16       63.6217     169.180
   8  0 17       63.6482     168.792
   8  0 18       63.6758     168.403
   8  0 19       63.7044     168.015
   8  0 20       63.7341     167.627
   8  0 21       63.7648     167.240
   8  0 22       63.7965     166.852
   8  0 23       63.8292     166.466
   8  0 24       63.8630     166.079
   8  0 25       63.8977     165.693
   8  0 26       63.9335     165.308
   8  0 27       63.9703     164.923
   8  0 28       64.0080     164.538
   8  0 29       64.0467     164.155
   8  0 30       64.0864     163.772
   8  0 31       64.1271     163.389
   8  1  0       63.6873     175.413
   8  1  1       63.6970     175.027
   8  1  2       63.7078     174.640
   8  1  3       63.7196     174.253
   8  1  4       63.7324     173.866
   8  1  5       63.7463     173.478
   8  1  6       63.7613     173.091
   8  1  7       63.7773     172.703
   8  1  8       63.7943     172.315
   8  1  9       63.8124     171.926
   8  1 10       63.8316     171.538
   8  1 11       63.8518     171.150
   8  1 12       63.8730     170.762
   8  1 13       63.8953     170.373
   8  1 14       63.9187     169.985
   8  1 15       63.9431     169.597
   8  1 16       63.9685     169.209
   8  1 17       63.9950     168.822
   8  1 18       64.0225     168.434
   8  1 19       64.0510     168.047
   8  1 20       64.0805     167.660
   8  1 21       64.1111     167.273
   8  1 22       64.1427     166.887
   8  1 23       64.1752     166.501
   8  1 24       64.2088     166.115
   8  1 25       64.2434     165.730
   8  1 26       64.2789     165.346
   8  1 27       64.3155     164.962
   8  1 28       64.3530     164.578
   8  1 29       64.3915     164.195
   8  1 30       64.4309     163.813
   8  1 31       64.4713     163.431
   8  2  0       64.0337     175.427
   8  2  1       64.0435     175.041
   8  2  2       64.0544     174.656
   8  2  3       64.0664     174.269
   8  2  4       64.0793     173.883
   8  2  5       64.0933     173.497
   8  2  6       64.1084     173.110
   8  2  7       64.1245     172.723
   8  2  8       64.1416     172.336
   8  2  9       64.1597     171.949
   8  2 10       64.1789     171.561
   8  2 11       64.1991     171.174
   8  2 12       64.2204     170.787
   8  2 13       64.2427     170.399
   8  2 14       64.2660     170.012
   8  2 15       64.2904     169.625
   8  2 16       64.3157     169.238
   8  2 17       64.3421     168.851
   8  2 18       64.3695     168.464
   8  2 19       64.3979     168.078
   8  2 20       64.4274     167.692
   8  2 21       64.4578     167.306
   8  2 22       64.4892     166.921
   8  2 23       64.5216     166.536
   8  2 24       64.5550     166.151
   8  2 25       64.5894     165.767
   8  2 26       64.6248     165.383
   8  2 27       64.6611     165.000
   8  2 28       64.6984     164.617
   8  2 29       64.7366     164.235
   8  2 30       64.7758     163.854
   8  2 31       64.8159     163.473
   8  3  0       64.3804     175.440
   8  3  1       64.3904     175.056
   8  3  2       64.4015     174.671
   8  3  3       64.4135     174.286
   8  3  4       64.4266     173.900
   8  3  5       64.4407     173.515
   8  3  6       64.4559     173.129
   8  3  7       64.4720     172.743
   8  3  8       64.4892     172.357
   8  3  9       64.5074     171.971
   8  3 10       64.5266     171.584
   8  3 11       64.5469     171.198
   8  3 12       64.5681     170.811
   8  3 13       64.5904     170.425
   8  3 14       64.6137     170.039
   8  3 15       64.6380     169.653
   8  3 16       64.6633     169.266
   8  3 17       64.6896     168.881
   8  3 18       64.7170     168.495
   8  3 19       64.7453     168.109
   8  3 20       64.7746     167.724
   8  3 21       64.8049     167.339
   8  3 22       64.8362     166.955
   8  3 23       64.8684     166.571
   8  3 24       64.9017     166.187
   8  3 25       64.9359     165.804
   8  3 26       64.9710     165.421
   8  3 27       65.0071     165.038
   8  3 28       65.0442     164.657
   8  3 29       65.0822     164.275
   8  3 30       65.1211     163.895
   8  3 31       65.1609     163.515
   8  4  0       64.7274     175.454
   8  4  1       64.7376     175.070
   8  4  2       64.7488     174.686
   8  4  3       64.7610     174.302
   8  4  4       64.7742     173.918
   8  4  5       64.7885     173.533
   8  4  6       64.8037     173.148
   8  4  7       64.8199     172.763
   8  4  8       64.8372     172.378
   8  4  9       64.8554     171.992
   8  4 10       64.8747     171.607
   8  4 11       64.8949     171.222
   8  4 12       64.9162     170.836
   8  4 13       64.9385     170.451
   8  4 14       64.9617     170.065
   8  4 15       64.9860     169.680
   8  4 16       65.0112     169.295
   8  4 17       65.0375     168.910
   8  4 18       65.0647     168.525
   8  4 19       65.0929     168.140
   8  4 20       65.1221     167.756
   8  4 21       65.1523     167.372
   8  4 22       65.1834     166.989
   8  4 23       65.2155     166.605
   8  4 24       65.2486     166.222
   8  4 25       65.2826     165.840
   8  4 26       65.3176     165.458
   8  4 27       65.3535     165.077
   8  4 28       65.3903     164.696
   8  4 29       65.4280     164.315
   8  4 30       65.4667     163.936
   8  4 31       65.5063     163.556
   8  5  0       65.0748     175.467
   8  5  1       65.0852     175.085
   8  5  2       65.0965     174.702
   8  5  3       65.1089     174.318
   8  5  4       65.1222     173.935
   8  5  5       65.1365     173.551
   8  5  6       65.1518     173.167
   8  5  7       65.1681     172.783
   8  5  8       65.1854     172.399
   8  5  9       65.2037     172.014
   8  5 10       65.2230     171.630
   8  5 11       65.2433     171.245
   8  5 12       65.2646     170.861
   8  5 13       65.2868     170.476
   8  5 14       65.3101     170.092
   8  5 15       65.3343     169.707
   8  5 16       65.3595     169.323
   8  5 17       65.3857     168.939
   8  5 18       65.4128     168.555
   8  5 19       65.4409     168.171
   8  5 20       65.4700     167.788
   8  5 21       65.5001     167.405
   8  5 22       65.5311     167.022
   8  5 23       65.5630     166.640
   8  5 24       65.5959     166.258
   8  5 25       65.6297     165.876
   8  5 26       65.6645     165.495
   8  5 27       65.7001     165.115
   8  5 28       65.7367     164.734
   8  5 29       65.7742     164.355
   8  5 30       65.8126     163.976
   8  5 31       65.8519     163.598
   8  6  0       65.4225     175.480
   8  6  1       65.4330     175.099
   8  6  2       65.4445     174.717
   8  6  3       65.4570     174.335
   8  6  4       65.4704     173.952
   8  6  5       65.4848     173.569
   8  6  6       65.5003     173.186
   8  6  7       65.5166     172.803
   8  6  8       65.5340     172.419
   8  6  9       65.5524     172.036
   8  6 10       65.5717     171.652
   8  6 11       65.5920     171.269
   8  6 12       65.6132     170.885
   8  6 13       65.6355     170.502
   8  6 14       65.6587     170.118
   8  6 15       65.6829     169.734
   8  6 16       65.7080     169.351
   8  6 17       65.7341     168.968
   8  6 18       65.7612     168.585
   8  6 19       65.7892     168.202
   8  6 20       65.8182     167.820
   8  6 21       65.8481     167.438
   8  6 22       65.8789     167.056
   8  6 23       65.9107     166.674
   8  6 24       65.9434     166.293
   8  6 25       65.9771     165.912
   8  6 26       66.0116     165.532
   8  6 27       66.0471     165.152
   8  6 28       66.0835     164.773
   8  6 29       66.1207     164.394
   8  6 30       66.1589     164.016
   8  6 31       66.1979     163.639
   8  7  0       65.7704     175.494
   8  7  1       65.7811     175.113
   8  7  2       65.7927     174.732
   8  7  3       65.8053     174.351
   8  7  4       65.8189     173.969
   8  7  5       65.8334     173.587
   8  7  6       65.8489     173.205
   8  7  7       65.8654     172.823
   8  7  8       65.8828     172.440
   8  7  9       65.9012     172.058
   8  7 10       65.9206     171.675
   8  7 11       65.9409     171.292
   8  7 12       65.9622     170.909
   8  7 13       65.9844     170.527
   8  7 14       66.0076     170.144
   8  7 15       66.0318     169.762
   8  7 16       66.0568     169.379
   8  7 17       66.0829     168.997
   8  7 18       66.1099     168.615
   8  7 19       66.1378     168.233
   8  7 20       66.1666     167.851
   8  7 21       66.1964     167.470
   8  7 22       66.2271     167.089
   8  7 23       66.2587     166.708
   8  7 24       66.2913     166.328
   8  7 25       66.3247     165.948
   8  7 26       66.3591     165.569
   8  7 27       66.3943     165.190
   8  7 28       66.4304     164.812
   8  7 29       66.4675     164.434
   8  7 30       66.5053     164.057
   8  7 31       66.5441     163.680
   8  8  0       66.1185     175.507
   8  8  1       66.1294     175.127
   8  8  2       66.1412     174.747
   8  8  3       66.1539     174.367
   8  8  4       66.1676     173.986
   8  8  5       66.1823     173.605
   8  8  6       66.1979     173.224
   8  8  7       66.2144     172.842
   8  8  8       66.2319     172.461
   8  8  9       66.2504     172.079
   8  8 10       66.2697     171.697
   8  8 11       66.2901     171.316
   8  8 12       66.3114     170.934
   8  8 13       66.3336     170.552
   8  8 14       66.3568     170.170
   8  8 15       66.3809     169.789
   8  8 16       66.4059     169.407
   8  8 17       66.4319     169.026
   8  8 18       66.4587     168.644
   8  8 19       66.4866     168.263
   8  8 20       66.5153     167.883
   8  8 21       66.5450     167.502
   8  8 22       66.5755     167.122
   8  8 23       66.6070     166.742
   8  8 24       66.6394     166.363
   8  8 25       66.6726     165.984
   8  8 26       66.7068     165.605
   8  8 27       66.7418     165.227
   8  8 28       66.7777     164.850
   8  8 29       66.8145     164.473
